name,City,Country,Latitude,Longitude,awardYear,category,motivation,prizeAmount,birthYear,birthMonth,birthDay
Ivar Giaever,Bergen,Norway,60.391055,5.320927,1973,Physics,"for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively",510000,1929,4,5
Ivo Andric,Dolac,Bosnia,44.220729,17.671263,1961,Literature,for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country,250233,1892,10,10
J. Georg Bednorz,Neuenkirchen,West Germany,52.24324,7.370654,1987,Physics,for their important break-through in the discovery of superconductivity in ceramic materials,2175000,1950,5,16
J. Hans D. Jensen,Hamburg,Germany,53.548276,9.987422,1963,Physics,for their discoveries concerning nuclear shell structure,265000,1907,6,25
John M. Coetzee,Cape Town,South Africa,-33.935101,18.4289,2003,Literature,who in innumerable guises portrays the surprising involvement of the outsider,10000000,1940,2,9
J. Michael Bishop,"York, PA",USA,39.930149,-76.691902,1989,Physiology or Medicine,for their discovery of the cellular origin of retroviral oncogenes,3000000,1936,2,22
J. Michael Kosterlitz,Aberdeen,United Kingdom,57.148243,-2.092809,2016,Physics,for theoretical discoveries of topological phase transitions and topological phases of matter,8000000,1943,6,22
J. Robin Warren,Adelaide,Australia,-34.92694,138.598792,2005,Physiology or Medicine,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,10000000,1937,6,11
Joseph John Thomson,Cheetham Hill,United Kingdom,53.502515,-2.235535,1906,Physics,in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases,138536,1856,12,18
Jacinto Benavente,Madrid,Spain,40.423203,-3.693965,1922,Literature,for the happy manner in which he has continued the illustrious traditions of the Spanish drama,122483,1866,8,12
Jack S. Kilby,"Jefferson City, MO",USA,46.386694,-112.041,2000,Physics,for his part in the invention of the integrated circuit,9000000,1923,11,8
Jack Steinberger,Bad Kissingen,Germany,50.198593,10.075495,1988,Physics,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,2500000,1921,5,25
Jack W. Szostak,London,United Kingdom,51.510235,-0.120852,2009,Physiology or Medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,10000000,1952,11,9
Jacobus Henricus van 't Hoff,Rotterdam,the Netherlands,51.925205,4.48911,1901,Chemistry,in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions,150782,1852,8,30
Jacques Dubochet,Aigle,Switzerland,46.317432,6.969595,2017,Chemistry,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,9000000,1942,6,8
Jacques Monod,Paris,France,48.860093,2.355954,1965,Physiology or Medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,282000,1910,2,9
James A. Mirrlees,Minnigaff,Scotland,54.966944,-4.483056,1996,Economic Sciences,for their fundamental contributions to the economic theory of incentives under asymmetric information,7400000,1936,7,5
James Batcheller Sumner,"Canton, MA",USA,42.158333,-71.145278,1946,Chemistry,for his discovery that enzymes can be crystallized,121524,1887,11,19
James Chadwick,Manchester,United Kingdom,53.478756,-2.245094,1935,Physics,for the discovery of the neutron,159917,1891,10,20
James Watson Cronin,"Chicago, IL",USA,41.876228,-87.638416,1980,Physics,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,880000,1931,9,29
James E. Meade,Swanage,United Kingdom,50.61,-1.96,1977,Economic Sciences,for their pathbreaking contribution to the theory of international trade and international capital movements,700000,1907,6,23
James E. Rothman,"Haverhill, MA",USA,42.783333,-71.083333,2013,Physiology or Medicine,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",8000000,1950,11,3
James Franck,Hamburg,Germany,53.548276,9.987422,1925,Physics,for their discovery of the laws governing the impact of an electron upon an atom,118165,1882,8,26
James J. Heckman,"Chicago, IL",USA,41.876228,-87.638416,2000,Economic Sciences,for his development of theory and methods for analyzing selective samples,9000000,1944,4,19
James M. Buchanan Jr.,"Murfreesboro, TN",USA,35.846111,-86.391944,1986,Economic Sciences,for his development of the contractual and constitutional bases for the theory of economic and political decision-making,2000000,1919,10,3
James P. Allison,"Alice, TX",USA,27.750611,-98.070306,2018,Physiology or Medicine,for their discovery of cancer therapy by inhibition of negative immune regulation,9000000,1948,8,7
James Peebles,Winnipeg,Canada,49.895538,-97.138458,2019,Physics,for theoretical discoveries in physical cosmology,9000000,1935,4,25
Leo James Rainwater,"Council, ID",USA,44.73,-116.436111,1975,Physics,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,630000,1917,12,9
James Tobin,"Champaign, IL",USA,40.112778,-88.261111,1981,Economic Sciences,"for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices",1000000,1918,3,5
James Dewey Watson,"Chicago, IL",USA,41.876228,-87.638416,1962,Physiology or Medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,257220,1928,4,6
Jan Tinbergen,the Hague,the Netherlands,52.070359,4.300254,1969,Economic Sciences,for having developed and applied dynamic models for the analysis of economic processes,375000,1903,4,12
Jane Addams,"Cedarville, IL",USA,42.375,-89.633889,1931,Peace,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,173206,1860,9,6
Jaroslav Heyrovsky,Prague,Austria-Hungary,50.07507,14.42989,1959,Chemistry,for his discovery and development of the polarographic methods of analysis,220678,1890,12,20
Jaroslav Seifert,Prague,Austria-Hungary,50.07507,14.42989,1984,Literature,"for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man",1650000,1901,9,23
Jean Baptiste Perrin,Lille,France,50.631944,3.0575,1926,Physics,"for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium",116960,1870,9,30
Jean Dausset,Toulouse,France,43.604154,1.442453,1980,Physiology or Medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,880000,1916,10,19
Jean Tirole,Troyes,France,48.297161,4.074626,2014,Economic Sciences,for his analysis of market power and regulation,8000000,1953,8,9
Jean-Marie Gustave Le Clézio,Nice,France,43.709618,7.26105,2008,Literature,"author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization",10000000,1940,4,13
Jean-Marie Lehn,Rosheim,France,48.496422,7.469883,1987,Chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,2175000,1939,9,30
Jean-Paul Sartre,Paris,France,48.860093,2.355954,1964,Literature,"for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age",273000,1905,6,21
Jean-Pierre Sauvage,Paris,France,48.860093,2.355954,2016,Chemistry,for the design and synthesis of molecular machines,8000000,1944,10,21
Jeffrey C. Hall,"New York, NY",USA,40.715758,-74.0113,2017,Physiology or Medicine,for their discoveries of molecular mechanisms controlling the circadian rhythm,9000000,1945,5,3
Jennifer A. Doudna,"Washington, D.C.",USA,38.899065,-77.036523,2020,Chemistry,for the development of a method for genome editing,10000000,1964,2,19
Jens C. Skou,Lemvig,Denmark,56.549722,8.309444,1997,Chemistry,"for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase",7500000,1918,10,8
Jerome I. Friedman,"Chicago, IL",USA,41.876228,-87.638416,1990,Physics,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",4000000,1930,3,28
Jerome Karle,"New York, NY",USA,40.715758,-74.0113,1985,Chemistry,for their outstanding achievements in the development of direct methods for the determination of crystal structures,1800000,1918,6,18
James Earl Carter,"Plains, GA",USA,32.034088,-84.392662,2002,Peace,"for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development",10000000,1924,10,1
Joachim Frank,Siegen,Germany,50.873741,8.020064,2017,Chemistry,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,9000000,1940,9,12
Jody Williams,"Putney, VT",USA,42.975869,-72.522779,1997,Peace,for their work for the banning and clearing of anti-personnel mines,7500000,1950,10,9
Johann Deisenhofer,Zusamaltheim,Germany,48.529961,10.63702,1988,Chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,2500000,1943,9,30
Johannes Diderik van der Waals,Leiden,the Netherlands,52.160787,4.495746,1910,Physics,for his work on the equation of state for gases and liquids,140703,1837,11,23
Johannes Andreas Grib Fibiger,Silkeborg,Denmark,56.166667,9.55,1926,Physiology or Medicine,for his discovery of the Spiroptera carcinoma,116960,1867,4,23
Johannes Stark,Schickenhof,Germany,48.606708,15.102762,1919,Physics,for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields,133127,1874,4,15
Johannes Vilhelm Jensen,Farsø,Denmark,56.772222,9.339722,1944,Literature,"for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style",121841,1873,1,20
John B. Fenn,"New York, NY",USA,40.715758,-74.0113,2002,Chemistry,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,10000000,1917,6,15
John B. Goodenough,Jena,Germany,50.927222,11.586389,2019,Chemistry,for the development of lithium-ion batteries,9000000,1922,7,25
John Bardeen,"Madison, WI",USA,43.071835,-89.386688,1972,Physics,"for their jointly developed theory of superconductivity, usually called the BCS-theory",480000,1908,5,23
John C. Harsanyi,Budapest,Hungary,47.497799,19.038285,1994,Economic Sciences,for their pioneering analysis of equilibria in the theory of non-cooperative games,7000000,1920,5,29
John Cowdery Kendrew,Oxford,United Kingdom,51.753363,-1.260979,1962,Chemistry,for their studies of the structures of globular proteins,257220,1917,3,24
John C. Mather,"Roanoke, VA",USA,37.270973,-79.941429,2006,Physics,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,10000000,1946,8,7
John C. Polanyi,Berlin,Germany,52.522265,13.406852,1986,Chemistry,for their contributions concerning the dynamics of chemical elementary processes,2000000,1929,1,23
John F. Clauser,"Pasadena, CA",USA,34.150071,-118.142111,2022,Physics,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science",10000000,1942,12,1
Sir John Douglas Cockcroft,Todmorden,United Kingdom,53.713056,-2.096111,1951,Physics,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,167612,1897,5,27
John Warcup Cornforth,Sydney,Australia,-33.854816,151.216461,1975,Chemistry,for his work on the stereochemistry of enzyme-catalyzed reactions,630000,1917,9,7
